ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,EDUCATION_CAT,graduate school,high school,none,others,university
0103eace-c152,420000,1,1,1,54,-2,-1,2,-1,0,0,1003,1632,629,13371,12383,8260,1632,0,13371,15,0,2512,0,graduate school,1,0,0,0,0
31799dcb-f632,90000,1,2,1,53,-1,0,0,0,0,0,24782,26302,27465,27943,26152,25941,3000,3000,2000,1000,936,1010,1,university,0,0,0,0,1
31f5e4c9-d392,180000,1,3,2,52,0,0,0,0,0,0,77408,74156,75659,72046,70355,71208,3293,3350,3111,2615,2689,2766,0,high school,0,1,0,0,0
baaa562b-a543,200000,1,2,1,53,1,-1,-1,-2,-2,-1,0,2920,0,0,0,6753,2920,0,0,0,6753,0,1,university,0,0,0,0,1
bbc61729-c297,100000,1,1,1,63,0,0,0,0,0,0,61228,59936,59038,52735,46667,49009,2810,2954,2307,1756,3181,0,0,graduate school,1,0,0,0,0
8ee9dc1f-5d96,150000,1,1,1,55,1,-1,-1,0,-1,-1,0,780,4639,100940,3284,2090,780,4639,100000,3284,2576,2576,0,graduate school,1,0,0,0,0
b889ccaa-c3bb,360000,1,1,1,62,-1,-1,-1,-1,-1,-1,5875,7279,6894,7143,1787,19526,7289,6918,7148,1792,19541,3689,0,graduate school,1,0,0,0,0
f2b2e409-fa4a,50000,1,2,2,57,0,0,0,0,2,0,51867,51136,51039,52079,49523,49128,2200,2500,4000,0,2000,2000,0,university,0,0,0,0,1
0427d6ea-af84,30000,1,2,3,58,3,2,0,0,0,2,23496,22820,23952,27052,28631,28037,0,1500,3500,2336,0,6900,0,university,0,0,0,0,1
7246f681-8cda,330000,1,3,1,56,-1,-1,2,-1,-1,0,360,1499,360,360,7143,5725,1499,0,360,7143,3000,2383,0,high school,0,1,0,0,0
79865dcf-8d84,70000,1,2,3,47,0,0,0,2,0,0,27847,29073,34578,33723,35156,37370,2000,6000,0,2000,2784,0,1,university,0,0,0,0,1
f29160e8-05d5,420000,1,1,1,51,0,-1,-1,-1,0,0,57815,1000,0,287921,291770,299232,1000,0,288921,10000,21100,0,0,graduate school,1,0,0,0,0
c4869ce9-7667,130000,1,1,1,51,0,0,0,0,0,0,124108,126571,130870,132213,52755,53463,4530,6338,5530,1877,1937,1939,0,graduate school,1,0,0,0,0
dbd3da23-0a07,200000,1,2,1,55,0,0,0,0,0,2,184505,182475,180103,180647,76236,71415,8000,7512,8034,5600,0,2700,0,university,0,0,0,0,1
866f3585-88ad,180000,1,3,1,58,2,2,2,2,2,2,36086,37196,36322,38808,39474,40297,2000,0,3405,1600,1600,1700,1,high school,0,1,0,0,0
be2d20f5-a201,170000,1,2,1,59,2,2,2,2,2,2,44619,45386,46365,47304,47727,49315,1800,2000,2000,1500,2500,0,1,university,0,0,0,0,1
df811e4d-052f,190000,1,1,1,54,0,0,0,0,0,0,187295,186189,186002,170873,98013,94600,7000,7962,7000,3417,3463,3357,0,graduate school,1,0,0,0,0
d17429a2-40fc,200000,1,1,1,54,1,2,0,0,0,0,7111,4803,4629,14915,8523,5586,10,1215,12000,4000,4978,1000,0,graduate school,1,0,0,0,0
5cf910d2-0624,30000,1,3,1,54,0,0,0,0,0,2,13693,14757,15815,16788,17787,17363,1600,1600,1540,1580,0,700,1,high school,0,1,0,0,0
87040f54-60b0,460000,1,2,1,55,0,0,-1,0,0,0,5352,8240,76653,75117,76616,78248,3000,76653,20000,2481,2600,2600,0,university,0,0,0,0,1
f642938f-c2a4,10000,1,2,2,54,0,0,0,2,2,0,3697,5186,8225,8244,7963,8134,1561,3300,300,0,299,2000,0,university,0,0,0,0,1
242722b8-48ac,90000,1,2,1,57,0,0,0,0,0,0,10635,10889,10953,11155,15210,19425,3007,3000,3000,5000,6000,8000,0,university,0,0,0,0,1
029fbbac-8a53,440000,1,1,1,54,-1,-1,-1,-1,0,0,8517,0,241,8544,1361,855,0,241,8598,857,4,2227,0,graduate school,1,0,0,0,0
43ddee72-169e,480000,1,2,1,58,0,0,0,0,0,0,470310,472072,475509,466730,469490,398335,16898,17546,15921,15981,14420,14230,0,university,0,0,0,0,1
ccf7d4ae-6e83,360000,1,3,1,56,-1,-1,-1,-1,-1,-1,22000,7746,1198,2087,1026,1026,7772,1198,2097,1026,1026,1019,0,high school,0,1,0,0,0
7ce911d8-aeb9,500000,1,1,1,69,-2,-2,-2,-2,-2,-2,1149,203,15183,3399,8311,-2,205,15259,3416,8353,0,0,0,graduate school,1,0,0,0,0
44cd5d7a-07fd,30000,2,3,1,28,0,0,0,0,2,0,23176,23182,19083,19632,15252,14021,2867,2000,2000,0,1500,1353,0,high school,0,1,0,0,0
b4b5eb53-2d93,200000,1,2,1,66,-1,-1,2,-1,-1,-1,389,778,389,389,389,775,779,391,390,390,776,1,1,university,0,0,0,0,1
f036ac19-beba,150000,1,2,1,55,0,-1,-1,-1,0,0,1540,780,0,580,780,0,780,0,580,200,0,0,0,university,0,0,0,0,1
8cbc7f86-934f,360000,1,3,2,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,high school,0,1,0,0,0
df018170-c9e3,20000,2,3,1,31,1,2,0,0,0,0,15903,15350,16438,17250,17601,17982,0,1343,1155,506,538,600,1,high school,0,1,0,0,0
5932f7fb-c10a,310000,2,2,1,47,0,0,0,0,0,0,290211,296743,303686,226605,224937,228912,10989,12100,8000,8000,9000,7670,0,university,0,0,0,0,1
3ad6616b-39bb,200000,2,1,2,31,1,-2,-2,-1,-1,-1,3028,1431,1818,4192,6066,1616,1473,1818,4192,6066,1616,2512,0,graduate school,1,0,0,0,0
aab84056-b2dc,210000,2,3,1,40,0,0,0,0,0,0,160292,144217,123657,112910,97400,9806,3720,3229,3165,1979,9806,390,0,high school,0,1,0,0,0
d90978e5-5fd2,30000,2,3,1,47,0,0,0,0,0,0,15979,17705,19107,20281,20941,21799,2000,2000,1500,1000,1200,2000,0,high school,0,1,0,0,0
60f2fbcd-a78f,50000,2,3,2,27,2,0,0,-1,-1,-1,13979,11243,4396,3120,1805,16820,1261,1396,3125,1805,16820,3000,0,high school,0,1,0,0,0
18fecdd9-53e6,50000,2,1,2,26,0,-1,-1,-1,-2,-2,4197,934,252,-570,-570,-1000,1000,252,0,0,0,0,1,graduate school,1,0,0,0,0
7582ca5b-45d0,50000,2,2,1,33,0,0,0,0,0,0,32752,34202,35242,34776,35497,36325,2000,1600,1600,1300,1400,1600,0,university,0,0,0,0,1
f333eeef-2e77,230000,2,3,3,30,-1,-1,-1,2,0,-1,291,763,2403,2205,1210,291,763,2403,0,0,291,291,0,high school,0,1,0,0,0
a2a8b3ff-4346,150000,2,2,1,53,-1,-1,-1,-1,-1,-1,2337,5335,508,9634,3822,1769,5336,509,9636,3822,1779,1017,0,university,0,0,0,0,1
803c5c18-d01c,240000,2,2,1,28,-1,-1,-1,-1,-2,-2,1444,2553,747,0,0,0,2553,747,0,0,0,1295,0,university,0,0,0,0,1
ff3a558d-3a59,450000,2,1,1,36,-2,-2,-2,-2,-2,-2,3961,2483,74,-73,14590,-70,2495,100,0,14663,0,14121,0,graduate school,1,0,0,0,0
82fcabda-0ff3,180000,2,2,2,24,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1,university,0,0,0,0,1
561cdf6c-1911,30000,2,2,2,22,0,0,0,0,0,0,24426,25429,26491,27132,27672,28253,1712,1774,1415,955,991,1358,0,university,0,0,0,0,1
42d3eef0-6f62,50000,2,2,1,22,0,0,0,0,0,0,48560,49644,47247,42541,19716,20145,2000,2003,1298,1000,800,879,1,university,0,0,0,0,1
9086f451-c5f0,20000,2,2,1,31,2,2,2,2,2,0,17727,18840,18255,20129,19528,40068,1700,0,2500,0,800,792,0,university,0,0,0,0,1
f63e798e-c32d,150000,2,2,2,25,-2,-2,-2,-2,-2,-2,-19,-19,-19,-19,7962,0,0,0,0,7981,0,12220,0,university,0,0,0,0,1
132b2af9-c399,20000,2,2,1,29,0,0,0,0,0,0,5586,6599,7615,8472,8640,8971,1268,1284,1141,309,470,321,1,university,0,0,0,0,1
3d61e71b-f65e,180000,2,2,1,30,1,-1,-1,-1,0,0,1591,150,8834,19565,14170,9017,150,8857,19565,502,3000,2707,0,university,0,0,0,0,1
d498ab0b-60cc,80000,2,2,2,29,0,0,0,0,0,0,78626,78262,80000,82025,78521,78947,3400,3600,4000,3500,3000,4000,0,university,0,0,0,0,1
ee08097b-143c,50000,2,2,2,24,0,0,0,0,0,0,45397,47264,44090,36501,28493,24663,3015,3025,2029,2015,1001,2000,0,university,0,0,0,0,1
b3a5c761-8206,480000,2,1,2,32,-1,-1,-1,-1,-1,-1,3655,38022,5785,9233,4893,2168,38024,5785,9233,4893,2168,3625,0,graduate school,1,0,0,0,0
613208d8-08b1,20000,2,1,2,23,0,0,0,0,0,0,19422,17545,18163,19146,18331,18736,1300,1400,1300,700,700,1000,0,graduate school,1,0,0,0,0
fb15d1a4-a754,150000,2,1,2,24,-2,-2,-2,-2,-2,-2,1495,2053,0,0,0,0,2060,0,0,0,0,0,0,graduate school,1,0,0,0,0
a95be1c6-18c8,20000,2,2,2,22,0,0,0,0,0,0,15847,16885,18418,18915,17639,0,1300,1803,1300,1333,0,0,0,university,0,0,0,0,1
03833fdf-bcb8,360000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,graduate school,1,0,0,0,0
a3a40605-0e35,20000,2,1,2,28,0,-1,-1,2,0,0,4647,3567,20330,13463,9192,7315,5057,17000,0,0,0,1183,0,graduate school,1,0,0,0,0
2d948484-4863,50000,2,3,1,46,0,0,0,0,2,0,13406,15175,16227,17746,7496,7877,2000,1600,2100,1930,500,500,0,high school,0,1,0,0,0
70c3b983-cca0,310000,2,1,1,36,0,0,0,0,0,0,157173,160555,170288,175252,177855,181846,6000,12398,7814,7000,7000,6597,0,graduate school,1,0,0,0,0
de7b444c-ec2c,60000,2,2,2,24,0,0,0,0,0,0,54216,55313,56127,57149,53721,54703,2000,2100,2000,2100,2000,2153,0,university,0,0,0,0,1
9fb58528-4b20,20000,2,1,2,22,0,0,0,0,0,0,23050,22101,20912,19480,19129,20014,1336,2502,1700,807,2002,1007,0,graduate school,1,0,0,0,0
67fa9e54-f7a8,20000,2,2,2,22,2,2,0,0,0,3,6900,6643,7872,9077,10989,10529,0,1500,1500,2225,0,0,1,university,0,0,0,0,1
1177c5b9-7f27,50000,2,1,2,22,0,0,0,2,0,-1,3560,4582,7692,12048,3750,95,1090,3200,0,2000,95,29355,1,graduate school,1,0,0,0,0
aee9ae55-3bf6,80000,2,2,2,22,0,0,0,0,0,0,18429,19500,14366,15369,14595,14363,2015,1500,1252,330,1829,207,0,university,0,0,0,0,1
52702f5d-4f5f,20000,2,2,2,22,0,0,0,0,0,0,16990,17960,18923,19706,19818,20006,3000,3001,3000,2000,1002,783,0,university,0,0,0,0,1
faa017fd-3770,20000,2,4,2,22,0,0,0,0,0,0,19568,19420,15535,1434,500,0,4641,1019,900,0,1500,0,1,none,0,0,1,0,0
b42a1aa1-49f8,10000,2,1,1,23,0,0,0,0,0,0,7641,8557,9080,1410,9508,8997,1262,1000,1115,9329,331,1000,0,graduate school,1,0,0,0,0
4f366110-077f,20000,2,2,1,21,-1,0,0,0,2,0,17617,17540,25816,12957,9602,9357,1489,2302,2400,0,2000,3000,0,university,0,0,0,0,1
d959253e-30e2,30000,2,2,2,22,0,0,0,0,0,-1,18424,18905,15037,2986,4212,1161,1311,1065,1000,1226,1161,748,0,university,0,0,0,0,1
20e3a7e0-d488,20000,2,1,2,21,0,0,-1,-1,-1,0,2798,3214,647,0,7273,6490,2000,647,489,7273,130,0,0,graduate school,1,0,0,0,0
b812d6d7-25ce,20000,2,1,2,22,0,-1,-1,0,-1,-1,18479,2005,7839,5386,10690,3413,2022,15210,1000,10690,3413,390,0,graduate school,1,0,0,0,0
06ca380a-522b,20000,2,2,2,22,1,2,0,0,0,3,15712,15162,16188,17212,19363,18771,0,1276,1300,2443,0,0,0,university,0,0,0,0,1
e2a00a55-518b,50000,2,2,2,22,1,2,0,0,0,0,51798,50497,30935,14010,19110,19500,0,1663,1544,5500,390,0,0,university,0,0,0,0,1
065a364b-8d6e,50000,2,1,2,23,0,0,0,0,0,0,8889,10234,13734,14754,16499,18223,1500,4000,1255,2000,2000,3000,0,graduate school,1,0,0,0,0
1d716b43-21ec,50000,2,3,2,23,-1,-1,-1,-1,0,0,3237,5365,8263,14054,22071,20506,5389,8276,14075,15022,3012,3018,1,high school,0,1,0,0,0
c3ddce11-35e2,20000,2,2,2,22,0,-1,2,-1,-1,-2,10294,3203,199,2780,0,0,4000,0,2780,0,0,0,1,university,0,0,0,0,1
79b858ec-e93a,20000,2,2,2,22,2,4,3,2,0,0,8628,8350,8076,7798,8110,10194,0,0,0,441,2368,0,1,university,0,0,0,0,1
be4468db-6090,80000,2,1,2,23,-2,-2,-2,-2,-2,-2,390,390,390,390,740,552,390,780,390,740,552,4390,0,graduate school,1,0,0,0,0
ed9774c0-4d52,80000,2,2,2,23,0,0,0,0,0,0,43275,42504,42471,43302,40516,43487,1700,1800,1600,1500,3500,2000,0,university,0,0,0,0,1
add90dd7-4691,130000,2,2,2,23,-1,-1,-2,-2,-2,-2,69,0,0,0,0,0,0,0,0,0,0,0,0,university,0,0,0,0,1
86174bea-08b1,50000,2,1,2,24,0,0,0,-1,-1,-1,27320,50339,40791,13676,9457,390,27704,5000,13676,9457,14000,568,0,graduate school,1,0,0,0,0
29aedc85-9e7b,20000,2,1,2,22,0,0,2,2,2,2,12476,14951,14426,16471,15909,17151,3000,0,2600,0,1500,0,0,graduate school,1,0,0,0,0
2da07a2d-c265,20000,2,2,2,22,1,2,2,0,0,0,15706,15757,15436,16331,10229,10250,1000,1000,1200,900,700,2300,1,university,0,0,0,0,1
733aa344-0dae,50000,2,2,2,22,1,2,0,0,0,0,44980,41140,31888,28639,26737,24784,7,1580,1621,1020,2473,1079,1,university,0,0,0,0,1
c4119bf1-dcbf,60000,2,2,2,23,1,2,-1,0,0,0,9491,9094,43457,34481,28695,26040,0,43460,1700,1100,1000,1000,0,university,0,0,0,0,1
6aa44ae2-671a,130000,2,2,2,22,0,-1,-1,0,-1,0,8570,527,11249,7816,16578,16129,527,11249,1200,16578,0,33232,0,university,0,0,0,0,1
f5fe2f35-8f61,80000,2,2,2,22,-1,-1,-1,-1,-2,-2,1247,0,32320,0,0,0,0,32320,0,0,0,0,1,university,0,0,0,0,1
de1cfc7b-7364,170000,2,2,2,34,0,0,0,0,0,0,156526,160926,162960,165645,168386,129230,7500,6116,5600,5000,5000,5000,0,university,0,0,0,0,1
6e1ed926-162e,90000,2,1,2,23,0,0,0,0,0,0,18418,23068,24146,25692,27364,24521,5000,1454,2000,2000,1500,680,0,graduate school,1,0,0,0,0
ee2c40c0-bb41,20000,2,1,2,23,-1,-1,-1,-1,-1,-1,1207,0,174,1200,1434,0,0,174,1200,1434,0,974,0,graduate school,1,0,0,0,0
8ff51e84-b94c,80000,2,2,2,23,0,0,0,0,-1,-1,38587,27558,23470,21539,14578,11766,5000,5000,10006,14614,11766,18000,0,university,0,0,0,0,1
97ecd71e-f8d5,30000,2,2,2,22,0,0,0,2,2,2,26568,27556,29963,28835,30174,28603,1762,3500,0,2297,40,1755,1,university,0,0,0,0,1
ae553ffd-d355,30000,2,1,2,22,0,0,2,2,2,2,18324,20986,20808,18908,19556,19148,3300,1300,0,2300,0,900,0,graduate school,1,0,0,0,0
f94cb32e-fdb4,30000,2,3,1,23,2,2,2,0,0,2,15003,15955,15410,17149,18362,18919,1500,0,2000,1500,1000,700,1,high school,0,1,0,0,0
14ec5e12-0f80,150000,2,2,2,23,-2,-1,0,0,0,0,956,66470,66187,65419,61645,64189,66470,2451,2543,5000,4189,10000,0,university,0,0,0,0,1
da1ddf80-00b3,50000,2,1,2,23,0,0,0,0,0,-1,40756,48482,47226,11151,-2897,48211,10000,2500,3002,1500,52000,1900,1,graduate school,1,0,0,0,0
f85960b9-b078,80000,2,2,2,23,1,-1,-1,2,0,-1,-1678,75061,3647,2173,390,780,78000,3647,0,0,780,0,0,university,0,0,0,0,1
0801fff0-6085,30000,2,1,2,23,0,0,0,0,-1,-1,20958,12186,5754,5070,759,2480,1092,1109,1000,759,2480,0,1,graduate school,1,0,0,0,0
95bde4eb-9e16,60000,2,1,2,23,2,2,2,2,2,2,26596,29332,28577,30805,31601,32349,3500,0,2709,1600,1400,1300,1,graduate school,1,0,0,0,0
e504c9c9-2d8e,100000,2,2,2,23,0,0,0,0,0,0,42409,43404,44446,45704,54916,56063,1700,1742,2000,10000,2025,2150,0,university,0,0,0,0,1
32354097-3293,140000,2,1,2,23,0,0,0,0,0,0,35206,26200,27771,29261,20121,24263,2000,2000,2025,1300,4500,3500,0,graduate school,1,0,0,0,0
2a855408-bdb0,140000,2,1,2,23,0,-1,-1,-1,-1,0,1217,866,390,0,2601,179,866,390,0,2601,0,1326,0,graduate school,1,0,0,0,0
9a2b505c-6c90,70000,2,4,1,23,0,0,0,0,0,0,30847,31849,33333,34344,35032,35807,1516,2000,1600,1215,1300,1500,0,none,0,0,1,0,0
969e7279-3187,70000,2,2,2,22,2,0,0,0,0,0,34970,19188,19998,22919,23128,23030,1313,1689,4000,958,1036,6000,0,university,0,0,0,0,1
e136bc86-77c3,30000,2,2,1,28,2,2,2,2,0,0,21588,20942,23691,23012,26105,30500,0,3100,0,3500,5000,1000,1,university,0,0,0,0,1
2ae50c99-11a1,50000,2,3,2,22,2,-1,-1,2,0,0,1261,1261,2136,1560,1170,780,1261,2136,0,0,0,0,1,high school,0,1,0,0,0
2924fede-0b64,50000,2,2,2,22,2,2,2,0,0,0,49559,49548,50148,48910,29848,26159,1100,1700,1500,1000,1000,1300,1,university,0,0,0,0,1
7538521d-74ef,30000,2,3,1,22,0,0,0,0,0,2,23185,24194,25529,26563,28120,28558,1400,1730,1760,2310,1033,0,0,high school,0,1,0,0,0
cfec9c0e-cfcd,30000,2,3,2,23,0,0,0,0,0,0,28371,28238,28963,29991,22876,22177,2000,2000,2000,2000,2000,2000,1,high school,0,1,0,0,0
efe55bb7-cc4c,30000,2,1,2,24,-2,-2,-2,-2,-2,-2,0,0,0,745,0,0,0,0,745,0,0,930,0,graduate school,1,0,0,0,0
c79eb056-2b09,20000,2,1,2,25,0,0,0,0,0,0,11629,11936,12643,13447,8199,8416,1193,1290,1094,1000,316,1000,0,graduate school,1,0,0,0,0
e428239a-b233,60000,2,4,2,23,0,0,0,0,0,0,60876,60606,58227,60538,45018,38086,2523,2155,45088,1722,1523,2000,0,others,0,0,0,1,0
2a59d0d2-156a,80000,2,1,2,23,1,-2,-2,-2,-1,-1,0,0,0,0,826,1803,0,0,0,826,1803,0,1,graduate school,1,0,0,0,0
dd9f23fd-0c7f,170000,2,1,2,23,0,0,0,0,0,0,15639,14431,15437,13838,14915,10090,1265,3437,2115,2920,1500,1053,0,graduate school,1,0,0,0,0
8120d3d8-e808,230000,2,2,2,24,-1,-1,-1,-1,-1,0,160,237,436,12488,932,317,237,586,12511,1249,0,0,1,university,0,0,0,0,1
426d153e-908c,90000,2,1,2,24,2,2,2,2,0,0,14085,13558,12193,12986,11831,12488,0,2000,1300,700,1000,3500,1,graduate school,1,0,0,0,0
8906472b-58ce,290000,2,2,2,24,0,0,0,0,0,0,262476,180959,162007,143679,375499,222575,8000,6500,6100,235075,10047,7500,1,university,0,0,0,0,1
8432c913-0426,60000,2,2,2,24,0,0,-1,2,0,0,8086,6936,4102,3891,4669,6083,3015,4102,0,1000,1500,1000,0,university,0,0,0,0,1
1f4f8638-6da0,20000,2,1,2,24,-2,2,2,2,2,0,18252,19650,19054,20285,19563,17899,2000,0,2000,0,356,3431,1,graduate school,1,0,0,0,0
d0fb8e3b-4451,50000,2,2,1,23,0,0,0,0,0,0,25526,26527,27577,28528,28689,29289,1431,1481,1432,992,1027,1038,0,university,0,0,0,0,1
f22a0bcc-1894,210000,2,2,2,23,0,0,0,0,0,0,9987,14769,16658,21032,19497,3510,5000,5000,5000,8000,2000,4209,0,university,0,0,0,0,1
ce16aeb7-fc01,290000,2,2,2,29,-1,0,0,0,0,0,140809,130127,131218,124556,127300,129357,6201,5113,5006,6006,5501,15064,0,university,0,0,0,0,1
fd519e3c-41fa,90000,2,2,2,23,0,0,0,0,0,0,29357,26003,27090,27767,28108,29848,1500,1500,1800,1100,2200,1500,0,university,0,0,0,0,1
9a5f0233-37ea,50000,2,2,2,23,0,0,0,0,0,0,37259,32822,20669,4510,2893,2000,1750,1150,1000,300,400,800,0,university,0,0,0,0,1
bc9b832e-d025,50000,2,2,2,23,0,0,0,2,0,0,32206,65339,33329,20935,15809,16133,1630,6348,0,420,593,500,0,university,0,0,0,0,1
90d2e955-e359,20000,2,3,2,24,0,-1,0,0,0,0,1360,1301,2257,2641,5041,248,1301,1267,1648,4041,0,3422,0,high school,0,1,0,0,0
b1edb797-ec61,360000,2,2,2,23,0,0,-2,-2,-2,-2,37927,2047,3794,8521,7119,5725,2057,4294,8535,1535,5753,7792,0,university,0,0,0,0,1
d64e1380-ed65,230000,2,1,2,23,0,0,0,0,0,0,34975,35950,18661,12157,13104,13314,2000,1241,1157,1104,814,715,0,graduate school,1,0,0,0,0
83cd4d80-6530,30000,2,1,2,24,-1,0,0,0,0,0,19998,21212,18127,14439,11026,10523,3001,2013,2001,2002,1500,20000,0,graduate school,1,0,0,0,0
8d68cc4e-5e92,30000,2,1,2,23,0,0,0,0,0,0,17462,27086,28299,29585,27952,29790,10000,2013,3016,759,2042,3705,0,graduate school,1,0,0,0,0
62933f91-ef9a,70000,2,2,2,23,0,0,0,0,0,0,45743,38365,38988,38192,28775,16497,1619,4000,1200,592,330,177,0,university,0,0,0,0,1
0fbd4403-e9da,20000,2,2,2,25,2,0,0,0,0,-2,18696,20086,20285,16530,0,0,1705,1418,2011,0,0,0,1,university,0,0,0,0,1
673636d7-e150,80000,2,2,2,25,-1,-1,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,240,0,university,0,0,0,0,1
5f3a063b-7cd6,80000,2,2,2,24,0,0,0,0,0,0,80690,79451,80672,79681,78569,79817,2852,2906,2828,2790,2887,3100,0,university,0,0,0,0,1
6114dbd9-203b,50000,2,2,2,25,0,0,0,0,0,0,49173,50141,96860,48803,19324,19668,1800,2100,2600,1000,1000,1000,0,university,0,0,0,0,1
bcee93cf-4c66,30000,2,1,2,22,0,0,2,0,0,-1,28000,30463,29697,29760,21061,1894,3703,0,1000,421,1894,5514,0,graduate school,1,0,0,0,0
a72762bd-6455,70000,2,2,2,22,0,0,0,0,0,0,53399,49108,49674,44568,31156,30954,1841,2243,1467,1076,1096,1494,0,university,0,0,0,0,1
1af4d59e-c3d4,30000,2,2,2,24,0,0,0,0,0,0,30767,28818,30411,28805,26895,27162,1600,2517,4006,2000,1000,1500,0,university,0,0,0,0,1
efbbb6b5-8bf3,110000,2,2,1,24,1,1,-1,0,0,0,9787,-1256,65064,66102,54275,51791,5,68500,3114,4016,2000,2000,0,university,0,0,0,0,1
c1171cb9-0cbe,30000,2,2,2,22,2,2,2,2,2,0,29412,27559,31090,31247,30493,31148,0,4000,1000,0,1100,1091,1,university,0,0,0,0,1
d2dab6a6-8458,40000,2,2,2,24,2,0,0,0,0,0,19012,20018,21047,22360,22499,22969,1326,1355,1668,807,834,837,1,university,0,0,0,0,1
e5c50ac1-2d8d,160000,2,2,2,25,1,-1,0,0,0,-2,0,1000,2043,3133,0,0,1000,1043,1133,0,0,7482,1,university,0,0,0,0,1
3d9becd2-f955,50000,2,2,2,23,2,0,0,0,0,0,33999,34997,36030,36740,37469,38254,1867,1900,1610,1339,1387,1395,1,university,0,0,0,0,1
c1469dbb-8d38,160000,2,1,2,23,0,0,0,0,0,-1,77947,78960,79594,49777,327,222,4000,3000,1000,0,222,2682,1,graduate school,1,0,0,0,0
e69954f0-8347,30000,2,2,2,22,0,-1,-1,0,0,-1,3077,390,1946,2503,0,780,390,1946,1000,0,780,1160,0,university,0,0,0,0,1
73f83abf-45d1,70000,2,2,2,23,2,3,2,2,0,0,64655,63031,64440,62816,63473,65112,0,3000,0,2300,2661,2035,0,university,0,0,0,0,1
5f69b964-daeb,150000,2,2,1,24,-1,-1,-1,-1,-1,-1,12769,424,177,1596,405,0,902,177,1596,405,0,0,0,university,0,0,0,0,1
a738b3d2-42c6,50000,2,2,1,24,0,0,0,0,0,2,46485,34462,26809,27809,29705,26856,1523,1609,1500,2305,0,1701,0,university,0,0,0,0,1
20785712-9629,80000,2,1,1,24,0,0,0,0,0,2,79393,77400,78453,48027,52378,49750,3400,3000,5027,8500,0,4000,0,graduate school,1,0,0,0,0
d7a8cc11-6f4b,50000,2,2,2,24,2,0,0,0,0,2,35845,36449,37858,38924,41170,40379,1500,2000,2000,3200,0,1700,1,university,0,0,0,0,1
1dff4234-06b4,30000,2,3,1,25,0,0,0,0,0,0,26277,25896,27460,27735,27711,28643,2000,2000,2000,2000,1500,1500,0,high school,0,1,0,0,0
03df0120-7ece,250000,2,3,1,27,2,3,2,2,0,0,324204,308506,294198,278964,270046,265787,5000,6000,5000,9600,14000,14000,0,high school,0,1,0,0,0
1888f402-646e,70000,2,1,1,23,-1,-1,-2,-2,-2,-2,3000,0,0,0,0,0,0,0,0,0,0,0,0,graduate school,1,0,0,0,0
a88db42e-5690,150000,2,2,2,23,-1,-1,-1,0,0,0,330,330,63917,59865,59258,57924,330,63917,2100,2100,2200,2200,0,university,0,0,0,0,1
7fade761-0580,320000,2,1,2,25,0,0,0,0,0,0,179893,183466,187397,187999,191388,40940,6558,7254,4308,4274,1296,1017,0,graduate school,1,0,0,0,0
5676b300-4f2b,80000,2,4,2,25,0,0,0,0,0,-2,11521,5219,4560,5450,0,0,1500,2000,1000,0,0,0,0,none,0,0,1,0,0
cd48cc99-7a60,30000,2,3,2,26,1,2,2,2,2,2,11167,13281,13773,14647,14713,14337,2600,1000,1400,600,0,700,1,high school,0,1,0,0,0
bbf3eec0-d935,30000,2,3,2,23,0,0,0,0,0,0,33171,32678,32218,31963,30942,29945,1524,1537,1755,1207,1076,1188,0,high school,0,1,0,0,0
b521bc7c-e5fc,20000,2,2,2,23,0,0,0,-2,-2,-2,8936,9700,0,0,0,0,1000,0,0,0,0,0,0,university,0,0,0,0,1
62b1d551-2414,200000,2,2,1,25,0,0,0,0,0,0,108174,111378,113751,110828,110592,103734,5000,4200,3820,4000,3760,4006,1,university,0,0,0,0,1
6cae8501-67c2,20000,2,2,2,22,0,0,0,0,2,2,12932,13940,14654,16712,16149,18112,1532,1246,2304,0,2390,634,1,university,0,0,0,0,1
5156c898-92cc,100000,2,2,2,24,2,3,2,0,0,0,84098,83160,81265,83012,84933,94362,1000,0,3100,3300,11000,0,1,university,0,0,0,0,1
2d7cc40c-3404,20000,2,1,2,26,1,2,2,2,2,2,18194,19043,18451,19961,19229,19694,1446,0,1956,0,651,0,1,graduate school,1,0,0,0,0
9d414301-f1ac,130000,2,2,2,24,0,0,0,0,0,0,10071,50961,44362,43359,39010,36546,46034,1800,1659,1200,1150,1158,0,university,0,0,0,0,1
4a515d18-bbf4,200000,2,4,1,25,0,0,0,0,0,0,149886,140541,96253,76131,37282,24421,5388,3300,2124,912,1000,10847,1,none,0,0,1,0,0
